ticker,user,fields,schedule,enabled,owner,currency,kind,curve_code,tenor,notes
SFSNTF CMPN CURNCY,shared_term,PX_LAST,daily,true,AD,CHF,OIS,CHF-SARON-ON,6M,
SFSNTG CMPN CURNCY,shared_term,PX_LAST,daily,true,AD,CHF,OIS,CHF-SARON-ON,7M,
SFSNTH CMPN CURNCY,shared_term,PX_LAST,daily,true,AD,CHF,OIS,CHF-SARON-ON,8M,
SFSNTI CMPN CURNCY,shared_term,PX_LAST,daily,true,AD,CHF,OIS,CHF-SARON-ON,9M,
SFSNTJ CMPN CURNCY,shared_term,PX_LAST,daily,true,AD,CHF,OIS,CHF-SARON-ON,10M,
SFSNTK CMPN CURNCY,shared_term,PX_LAST,daily,true,AD,CHF,OIS,CHF-SARON-ON,11M,
SFSNT1 CMPN CURNCY,shared_term,PX_LAST,daily,true,AD,CHF,OIS,CHF-SARON-ON,1Y,
SFSNT1C CMPN CURNCY,shared_term,PX_LAST,daily,true,AD,CHF,OIS,CHF-SARON-ON,15M,
SFSNT1F CMPN CURNCY,shared_term,PX_LAST,daily,true,AD,CHF,OIS,CHF-SARON-ON,18M,
SFSNT1I CMPN CURNCY,shared_term,PX_LAST,daily,true,AD,CHF,OIS,CHF-SARON-ON,21M,
SFSNT2 CMPN CURNCY,shared_term,PX_LAST,daily,true,AD,CHF,OIS,CHF-SARON-ON,2Y,
SFSNT3 CMPN CURNCY,shared_term,PX_LAST,daily,true,AD,CHF,OIS,CHF-SARON-ON,3Y,
SFSNT4 CMPN CURNCY,shared_term,PX_LAST,daily,true,AD,CHF,OIS,CHF-SARON-ON,4Y,
SFSNT5 CMPN CURNCY,shared_term,PX_LAST,daily,true,AD,CHF,OIS,CHF-SARON-ON,5Y,
SFSNT6 CMPN CURNCY,shared_term,PX_LAST,daily,true,AD,CHF,OIS,CHF-SARON-ON,6Y,
SFSNT7 CMPN CURNCY,shared_term,PX_LAST,daily,true,AD,CHF,OIS,CHF-SARON-ON,7Y,
SFSNT8 CMPN CURNCY,shared_term,PX_LAST,daily,true,AD,CHF,OIS,CHF-SARON-ON,8Y,
SFSNT9 CMPN CURNCY,shared_term,PX_LAST,daily,true,AD,CHF,OIS,CHF-SARON-ON,9Y,
SFSNT10 CMPN CURNCY,shared_term,PX_LAST,daily,true,AD,CHF,OIS,CHF-SARON-ON,10Y,
SFSNT12 CMPN CURNCY,shared_term,PX_LAST,daily,true,AD,CHF,OIS,CHF-SARON-ON,12Y,
SFSNT15 CMPN CURNCY,shared_term,PX_LAST,daily,true,AD,CHF,OIS,CHF-SARON-ON,15Y,
SFSNT20 CMPN CURNCY,shared_term,PX_LAST,daily,true,AD,CHF,OIS,CHF-SARON-ON,20Y,
SFSNT25 CMPN CURNCY,shared_term,PX_LAST,daily,true,AD,CHF,OIS,CHF-SARON-ON,25Y,
SFSNT30 CMPN CURNCY,shared_term,PX_LAST,daily,true,AD,CHF,OIS,CHF-SARON-ON,30Y,
ESTRON Index,shared_term,PX_LAST,daily,true,AD,EUR,OIS,EUR-ESTR-ON,1D,
EESWE1Z  BGN Curncy,shared_term,PX_LAST,daily,true,AD,EUR,OIS,EUR-ESTR-ON,1W,
EESWE2Z  BGN Curncy,shared_term,PX_LAST,daily,true,AD,EUR,OIS,EUR-ESTR-ON,2W,
EESWEA   BGN Curncy,shared_term,PX_LAST,daily,true,AD,EUR,OIS,EUR-ESTR-ON,4W,
EESWEB   BGN Curncy,shared_term,PX_LAST,daily,true,AD,EUR,OIS,EUR-ESTR-ON,2M,
EESWEC   BGN Curncy,shared_term,PX_LAST,daily,true,AD,EUR,OIS,EUR-ESTR-ON,3M,
EESWED   BGN Curncy,shared_term,PX_LAST,daily,true,AD,EUR,OIS,EUR-ESTR-ON,4M,
EESWEE   BGN Curncy,shared_term,PX_LAST,daily,true,AD,EUR,OIS,EUR-ESTR-ON,5M,
EESWEF   BGN Curncy,shared_term,PX_LAST,daily,true,AD,EUR,OIS,EUR-ESTR-ON,6M,
EESWEG   BGN Curncy,shared_term,PX_LAST,daily,true,AD,EUR,OIS,EUR-ESTR-ON,7M,
EESWEH   BGN Curncy,shared_term,PX_LAST,daily,true,AD,EUR,OIS,EUR-ESTR-ON,8M,
EESWEI   BGN Curncy,shared_term,PX_LAST,daily,true,AD,EUR,OIS,EUR-ESTR-ON,9M,
EESWEJ   BGN Curncy,shared_term,PX_LAST,daily,true,AD,EUR,OIS,EUR-ESTR-ON,10M,
EESWEK   BGN Curncy,shared_term,PX_LAST,daily,true,AD,EUR,OIS,EUR-ESTR-ON,11M,
EESWE1   BGN Curncy,shared_term,PX_LAST,daily,true,AD,EUR,OIS,EUR-ESTR-ON,1Y,
EESWE1F  BGN Curncy,shared_term,PX_LAST,daily,true,AD,EUR,OIS,EUR-ESTR-ON,18M,
EESWE2   BGN Curncy,shared_term,PX_LAST,daily,true,AD,EUR,OIS,EUR-ESTR-ON,2Y,
EESWE3   BGN Curncy,shared_term,PX_LAST,daily,true,AD,EUR,OIS,EUR-ESTR-ON,3Y,
EESWE4   BGN Curncy,shared_term,PX_LAST,daily,true,AD,EUR,OIS,EUR-ESTR-ON,4Y,
EESWE5   BGN Curncy,shared_term,PX_LAST,daily,true,AD,EUR,OIS,EUR-ESTR-ON,5Y,
EESWE6   BGN Curncy,shared_term,PX_LAST,daily,true,AD,EUR,OIS,EUR-ESTR-ON,6Y,
EESWE7   BGN Curncy,shared_term,PX_LAST,daily,true,AD,EUR,OIS,EUR-ESTR-ON,7Y,
EESWE8   BGN Curncy,shared_term,PX_LAST,daily,true,AD,EUR,OIS,EUR-ESTR-ON,8Y,
EESWE9   BGN Curncy,shared_term,PX_LAST,daily,true,AD,EUR,OIS,EUR-ESTR-ON,9Y,
EESWE10  BGN Curncy,shared_term,PX_LAST,daily,true,AD,EUR,OIS,EUR-ESTR-ON,10Y,
EESWE11  BGN Curncy,shared_term,PX_LAST,daily,true,AD,EUR,OIS,EUR-ESTR-ON,11Y,
EESWE12  BGN Curncy,shared_term,PX_LAST,daily,true,AD,EUR,OIS,EUR-ESTR-ON,12Y,
EESWE15  BGN Curncy,shared_term,PX_LAST,daily,true,AD,EUR,OIS,EUR-ESTR-ON,15Y,
EESWE20  BGN Curncy,shared_term,PX_LAST,daily,true,AD,EUR,OIS,EUR-ESTR-ON,20Y,
EESWE25  BGN Curncy,shared_term,PX_LAST,daily,true,AD,EUR,OIS,EUR-ESTR-ON,25Y,
EESWE30  BGN Curncy,shared_term,PX_LAST,daily,true,AD,EUR,OIS,EUR-ESTR-ON,30Y,
EESWE40  BGN Curncy,shared_term,PX_LAST,daily,true,AD,EUR,OIS,EUR-ESTR-ON,40Y,
EESWE50  BGN Curncy,shared_term,PX_LAST,daily,true,AD,EUR,OIS,EUR-ESTR-ON,50Y,
SONIO/N INDEX,shared_term,PX_LAST,daily,true,AD,GBP,OIS,GBP-SONIA-ON,0,
BPSWS1Z CMPN CURNCY,shared_term,PX_LAST,daily,true,AD,GBP,OIS,GBP-SONIA-ON,1W,
BPSWS2Z CMPN CURNCY,shared_term,PX_LAST,daily,true,AD,GBP,OIS,GBP-SONIA-ON,2W,
BPSWSA CMPN CURNCY,shared_term,PX_LAST,daily,true,AD,GBP,OIS,GBP-SONIA-ON,4W,
BPSWSB CMPN CURNCY,shared_term,PX_LAST,daily,true,AD,GBP,OIS,GBP-SONIA-ON,2M,
BPSWSC CMPN CURNCY,shared_term,PX_LAST,daily,true,AD,GBP,OIS,GBP-SONIA-ON,3M,
BPSWSD CMPN CURNCY,shared_term,PX_LAST,daily,true,AD,GBP,OIS,GBP-SONIA-ON,4M,
BPSWSE CMPN CURNCY,shared_term,PX_LAST,daily,true,AD,GBP,OIS,GBP-SONIA-ON,5M,
BPSWSF CMPN CURNCY,shared_term,PX_LAST,daily,true,AD,GBP,OIS,GBP-SONIA-ON,6M,
BPSWSG CMPN CURNCY,shared_term,PX_LAST,daily,true,AD,GBP,OIS,GBP-SONIA-ON,7M,
BPSWSH CMPN CURNCY,shared_term,PX_LAST,daily,true,AD,GBP,OIS,GBP-SONIA-ON,8M,
BPSWSI CMPN CURNCY,shared_term,PX_LAST,daily,true,AD,GBP,OIS,GBP-SONIA-ON,9M,
BPSWSJ CMPN CURNCY,shared_term,PX_LAST,daily,true,AD,GBP,OIS,GBP-SONIA-ON,10M,
BPSWSK CMPN CURNCY,shared_term,PX_LAST,daily,true,AD,GBP,OIS,GBP-SONIA-ON,11M,
BPSWS1 CMPN CURNCY,shared_term,PX_LAST,daily,true,AD,GBP,OIS,GBP-SONIA-ON,1Y,
BPSWS1F CMPN CURNCY,shared_term,PX_LAST,daily,true,AD,GBP,OIS,GBP-SONIA-ON,18M,
BPSWS2 CMPN CURNCY,shared_term,PX_LAST,daily,true,AD,GBP,OIS,GBP-SONIA-ON,2Y,
BPSWS3 CMPN CURNCY,shared_term,PX_LAST,daily,true,AD,GBP,OIS,GBP-SONIA-ON,3Y,
BPSWS4 CMPN CURNCY,shared_term,PX_LAST,daily,true,AD,GBP,OIS,GBP-SONIA-ON,4Y,
BPSWS5 CMPN CURNCY,shared_term,PX_LAST,daily,true,AD,GBP,OIS,GBP-SONIA-ON,5Y,
BPSWS6 CMPN CURNCY,shared_term,PX_LAST,daily,true,AD,GBP,OIS,GBP-SONIA-ON,6Y,
BPSWS7 CMPN CURNCY,shared_term,PX_LAST,daily,true,AD,GBP,OIS,GBP-SONIA-ON,7Y,
BPSWS8 CMPN CURNCY,shared_term,PX_LAST,daily,true,AD,GBP,OIS,GBP-SONIA-ON,8Y,
BPSWS9 CMPN CURNCY,shared_term,PX_LAST,daily,true,AD,GBP,OIS,GBP-SONIA-ON,9Y,
BPSWS10 CMPN CURNCY,shared_term,PX_LAST,daily,true,AD,GBP,OIS,GBP-SONIA-ON,10Y,
BPSWS12 CMPN CURNCY,shared_term,PX_LAST,daily,true,AD,GBP,OIS,GBP-SONIA-ON,12Y,
BPSWS15 CMPN CURNCY,shared_term,PX_LAST,daily,true,AD,GBP,OIS,GBP-SONIA-ON,15Y,
BPSWS20 CMPN CURNCY,shared_term,PX_LAST,daily,true,AD,GBP,OIS,GBP-SONIA-ON,20Y,
BPSWS25 CMPN CURNCY,shared_term,PX_LAST,daily,true,AD,GBP,OIS,GBP-SONIA-ON,25Y,
BPSWS30 CMPN CURNCY,shared_term,PX_LAST,daily,true,AD,GBP,OIS,GBP-SONIA-ON,30Y,
BPSWS40 CMPN CURNCY,shared_term,PX_LAST,daily,true,AD,GBP,OIS,GBP-SONIA-ON,40Y,
BPSWS50 CMPN CURNCY,shared_term,PX_LAST,daily,true,AD,GBP,OIS,GBP-SONIA-ON,50Y,
SHIRON INDEX,shared_term,PX_LAST,daily,true,AD,ILS,OIS,ILS-SHIR-ON,1D,
ISOISC BGN Curncy,shared_term,PX_LAST,daily,true,AD,ILS,OIS,ILS-SHIR-ON,3M,
ISOISF BGN Curncy,shared_term,PX_LAST,daily,true,AD,ILS,OIS,ILS-SHIR-ON,6M,
ISOISI BGN Curncy,shared_term,PX_LAST,daily,true,AD,ILS,OIS,ILS-SHIR-ON,9M,
ISOIS1 BGN Curncy,shared_term,PX_LAST,daily,true,AD,ILS,OIS,ILS-SHIR-ON,1Y,
ISOIS2 BGN Curncy,shared_term,PX_LAST,daily,true,AD,ILS,OIS,ILS-SHIR-ON,2Y,
ISOIS3 BGN Curncy,shared_term,PX_LAST,daily,true,AD,ILS,OIS,ILS-SHIR-ON,3Y,
ISOIS4 BGN Curncy,shared_term,PX_LAST,daily,true,AD,ILS,OIS,ILS-SHIR-ON,4Y,
ISOIS5 BGN Curncy,shared_term,PX_LAST,daily,true,AD,ILS,OIS,ILS-SHIR-ON,5Y,
ISOIS6 BGN Curncy,shared_term,PX_LAST,daily,true,AD,ILS,OIS,ILS-SHIR-ON,6Y,
ISOIS7 BGN Curncy,shared_term,PX_LAST,daily,true,AD,ILS,OIS,ILS-SHIR-ON,7Y,
ISOIS10 BGN Curncy,shared_term,PX_LAST,daily,true,AD,ILS,OIS,ILS-SHIR-ON,10Y,
ISOIS12 BGN Curncy,shared_term,PX_LAST,daily,true,AD,ILS,OIS,ILS-SHIR-ON,12Y,
ISOIS15 BGN Curncy,shared_term,PX_LAST,daily,true,AD,ILS,OIS,ILS-SHIR-ON,15Y,
ISOIS20 BGN Curncy,shared_term,PX_LAST,daily,true,AD,ILS,OIS,ILS-SHIR-ON,20Y,
IN00O/N Index,shared_term,PX_LAST,daily,true,AD,INR,OIS,INR-MIBOR-ON,1D,
IRSWNIA BGN Curncy,shared_term,PX_LAST,daily,true,AD,INR,OIS,INR-MIBOR-ON,4W,
IRSWNIB BGN Curncy,shared_term,PX_LAST,daily,true,AD,INR,OIS,INR-MIBOR-ON,2M,
IRSWNIC BGN Curncy,shared_term,PX_LAST,daily,true,AD,INR,OIS,INR-MIBOR-ON,3M,
IRSWNIF BGN Curncy,shared_term,PX_LAST,daily,true,AD,INR,OIS,INR-MIBOR-ON,6M,
IRSWNII BGN Curncy,shared_term,PX_LAST,daily,true,AD,INR,OIS,INR-MIBOR-ON,9M,
IRSWNI1 BGN Curncy,shared_term,PX_LAST,daily,true,AD,INR,OIS,INR-MIBOR-ON,1Y,
IRSWNI2 BGN Curncy,shared_term,PX_LAST,daily,true,AD,INR,OIS,INR-MIBOR-ON,2Y,
IRSWNI3 BGN Curncy,shared_term,PX_LAST,daily,true,AD,INR,OIS,INR-MIBOR-ON,3Y,
IRSWNI4 BGN Curncy,shared_term,PX_LAST,daily,true,AD,INR,OIS,INR-MIBOR-ON,4Y,
IRSWNI5 BGN Curncy,shared_term,PX_LAST,daily,true,AD,INR,OIS,INR-MIBOR-ON,5Y,
IRSWNI7 BGN Curncy,shared_term,PX_LAST,daily,true,AD,INR,OIS,INR-MIBOR-ON,7Y,
IRSWNI10 BGN Curncy,shared_term,PX_LAST,daily,true,AD,INR,OIS,INR-MIBOR-ON,10Y,
MUTKCALM      Index,shared_term,PX_LAST,daily,true,AD,JPY,OIS,JPY-TONAR-ON,1D,
JYSO1Z   BGN  Curncy,shared_term,PX_LAST,daily,true,AD,JPY,OIS,JPY-TONAR-ON,1W,
JYSO2Z   BGN  Curncy,shared_term,PX_LAST,daily,true,AD,JPY,OIS,JPY-TONAR-ON,2W,
JYSO3Z   BGN  Curncy,shared_term,PX_LAST,daily,true,AD,JPY,OIS,JPY-TONAR-ON,3W,
JYSOA    BGN  Curncy,shared_term,PX_LAST,daily,true,AD,JPY,OIS,JPY-TONAR-ON,4W,
JYSOB    BGN  Curncy,shared_term,PX_LAST,daily,true,AD,JPY,OIS,JPY-TONAR-ON,2M,
JYSOC    BGN  Curncy,shared_term,PX_LAST,daily,true,AD,JPY,OIS,JPY-TONAR-ON,3M,
JYSOD    BGN  Curncy,shared_term,PX_LAST,daily,true,AD,JPY,OIS,JPY-TONAR-ON,4M,
JYSOE    BGN  Curncy,shared_term,PX_LAST,daily,true,AD,JPY,OIS,JPY-TONAR-ON,5M,
JYSOF    BGN  Curncy,shared_term,PX_LAST,daily,true,AD,JPY,OIS,JPY-TONAR-ON,6M,
JYSOG    BGN  Curncy,shared_term,PX_LAST,daily,true,AD,JPY,OIS,JPY-TONAR-ON,7M,
JYSOH    BGN  Curncy,shared_term,PX_LAST,daily,true,AD,JPY,OIS,JPY-TONAR-ON,8M,
JYSOI    BGN  Curncy,shared_term,PX_LAST,daily,true,AD,JPY,OIS,JPY-TONAR-ON,9M,
JYSOJ    BGN  Curncy,shared_term,PX_LAST,daily,true,AD,JPY,OIS,JPY-TONAR-ON,10M,
JYSOK    BGN  Curncy,shared_term,PX_LAST,daily,true,AD,JPY,OIS,JPY-TONAR-ON,11M,
JYSO1    BGN  Curncy,shared_term,PX_LAST,daily,true,AD,JPY,OIS,JPY-TONAR-ON,1Y,
JYSO1C   BGN  Curncy,shared_term,PX_LAST,daily,true,AD,JPY,OIS,JPY-TONAR-ON,15M,
JYSO1F   BGN  Curncy,shared_term,PX_LAST,daily,true,AD,JPY,OIS,JPY-TONAR-ON,18M,
JYSO2    BGN  Curncy,shared_term,PX_LAST,daily,true,AD,JPY,OIS,JPY-TONAR-ON,2Y,
JYSO3    BGN  Curncy,shared_term,PX_LAST,daily,true,AD,JPY,OIS,JPY-TONAR-ON,3Y,
JYSO4    BGN  Curncy,shared_term,PX_LAST,daily,true,AD,JPY,OIS,JPY-TONAR-ON,4Y,
JYSO5    BGN  Curncy,shared_term,PX_LAST,daily,true,AD,JPY,OIS,JPY-TONAR-ON,5Y,
JYSO6    BGN  Curncy,shared_term,PX_LAST,daily,true,AD,JPY,OIS,JPY-TONAR-ON,6Y,
JYSO7    BGN  Curncy,shared_term,PX_LAST,daily,true,AD,JPY,OIS,JPY-TONAR-ON,7Y,
JYSO8    BGN  Curncy,shared_term,PX_LAST,daily,true,AD,JPY,OIS,JPY-TONAR-ON,8Y,
JYSO9    BGN  Curncy,shared_term,PX_LAST,daily,true,AD,JPY,OIS,JPY-TONAR-ON,9Y,
JYSO10   BGN  Curncy,shared_term,PX_LAST,daily,true,AD,JPY,OIS,JPY-TONAR-ON,10Y,
JYSO11   BGN  Curncy,shared_term,PX_LAST,daily,true,AD,JPY,OIS,JPY-TONAR-ON,11Y,
JYSO12   BGN  Curncy,shared_term,PX_LAST,daily,true,AD,JPY,OIS,JPY-TONAR-ON,12Y,
JYSO15   BGN  Curncy,shared_term,PX_LAST,daily,true,AD,JPY,OIS,JPY-TONAR-ON,15Y,
JYSO20   BGN  Curncy,shared_term,PX_LAST,daily,true,AD,JPY,OIS,JPY-TONAR-ON,20Y,
JYSO25   BGN  Curncy,shared_term,PX_LAST,daily,true,AD,JPY,OIS,JPY-TONAR-ON,25Y,
JYSO30   BGN  Curncy,shared_term,PX_LAST,daily,true,AD,JPY,OIS,JPY-TONAR-ON,30Y,
JYSO35   BGN  Curncy,shared_term,PX_LAST,daily,true,AD,JPY,OIS,JPY-TONAR-ON,35Y,
JYSO40   BGN  Curncy,shared_term,PX_LAST,daily,true,AD,JPY,OIS,JPY-TONAR-ON,40Y,
NZOCRS Index,shared_term,PX_LAST,daily,true,AD,NZD,OIS,NZD-NZOCRS-ON,1D,
NDSOA CMPN Curncy,shared_term,PX_LAST,daily,true,AD,NZD,OIS,NZD-NZOCRS-ON,4W,
NDSOB CMPN Curncy,shared_term,PX_LAST,daily,true,AD,NZD,OIS,NZD-NZOCRS-ON,2M,
NDSOC CMPN Curncy,shared_term,PX_LAST,daily,true,AD,NZD,OIS,NZD-NZOCRS-ON,3M,
NDSOF CMPN Curncy,shared_term,PX_LAST,daily,true,AD,NZD,OIS,NZD-NZOCRS-ON,6M,
NDSOI CMPN Curncy,shared_term,PX_LAST,daily,true,AD,NZD,OIS,NZD-NZOCRS-ON,9M,
NDSO1 CMPN Curncy,shared_term,PX_LAST,daily,true,AD,NZD,OIS,NZD-NZOCRS-ON,1Y,
NDSO2 CMPN Curncy,shared_term,PX_LAST,daily,true,AD,NZD,OIS,NZD-NZOCRS-ON,2Y,
NDSO3 CMPN Curncy,shared_term,PX_LAST,daily,true,AD,NZD,OIS,NZD-NZOCRS-ON,3Y,
NDSO4 CMPN Curncy,shared_term,PX_LAST,daily,true,AD,NZD,OIS,NZD-NZOCRS-ON,4Y,
NDSO5 CMPN Curncy,shared_term,PX_LAST,daily,true,AD,NZD,OIS,NZD-NZOCRS-ON,5Y,
NDSO6 CMPN Curncy,shared_term,PX_LAST,daily,true,AD,NZD,OIS,NZD-NZOCRS-ON,6Y,
NDSO7 CMPN Curncy,shared_term,PX_LAST,daily,true,AD,NZD,OIS,NZD-NZOCRS-ON,7Y,
NDSO8 CMPN Curncy,shared_term,PX_LAST,daily,true,AD,NZD,OIS,NZD-NZOCRS-ON,8Y,
NDSO9 CMPN Curncy,shared_term,PX_LAST,daily,true,AD,NZD,OIS,NZD-NZOCRS-ON,9Y,
NDSO10 CMPN Curncy,shared_term,PX_LAST,daily,true,AD,NZD,OIS,NZD-NZOCRS-ON,10Y,
NDSO12 CMPN Curncy,shared_term,PX_LAST,daily,true,AD,NZD,OIS,NZD-NZOCRS-ON,12Y,
NDSO15 CMPN Curncy,shared_term,PX_LAST,daily,true,AD,NZD,OIS,NZD-NZOCRS-ON,15Y,
NDSO20 CMPN Curncy,shared_term,PX_LAST,daily,true,AD,NZD,OIS,NZD-NZOCRS-ON,20Y,
SIBCSORA Index,shared_term,PX_LAST,daily,true,AD,SGD,OIS,SGD-SOR-ON,1D,
SDSOAA BGN Curncy,shared_term,PX_LAST,daily,true,AD,SGD,OIS,SGD-SOR-ON,4W,
SDSOAB BGN Curncy,shared_term,PX_LAST,daily,true,AD,SGD,OIS,SGD-SOR-ON,2M,
SDSOAC BGN Curncy,shared_term,PX_LAST,daily,true,AD,SGD,OIS,SGD-SOR-ON,3M,
SDSOAF BGN Curncy,shared_term,PX_LAST,daily,true,AD,SGD,OIS,SGD-SOR-ON,6M,
SDSOAI BGN Curncy,shared_term,PX_LAST,daily,true,AD,SGD,OIS,SGD-SOR-ON,9M,
SDSOA1 BGN Curncy,shared_term,PX_LAST,daily,true,AD,SGD,OIS,SGD-SOR-ON,1Y,
SDSOA1F BGN Curncy,shared_term,PX_LAST,daily,true,AD,SGD,OIS,SGD-SOR-ON,18M,
SDSOA2 BGN Curncy,shared_term,PX_LAST,daily,true,AD,SGD,OIS,SGD-SOR-ON,2Y,
SDSOA3 BGN Curncy,shared_term,PX_LAST,daily,true,AD,SGD,OIS,SGD-SOR-ON,3Y,
SDSOA4 BGN Curncy,shared_term,PX_LAST,daily,true,AD,SGD,OIS,SGD-SOR-ON,4Y,
SDSOA5 BGN Curncy,shared_term,PX_LAST,daily,true,AD,SGD,OIS,SGD-SOR-ON,5Y,
SDSOA6 BGN Curncy,shared_term,PX_LAST,daily,true,AD,SGD,OIS,SGD-SOR-ON,6Y,
SDSOA7 BGN Curncy,shared_term,PX_LAST,daily,true,AD,SGD,OIS,SGD-SOR-ON,7Y,
SDSOA8 BGN Curncy,shared_term,PX_LAST,daily,true,AD,SGD,OIS,SGD-SOR-ON,8Y,
SDSOA9 BGN Curncy,shared_term,PX_LAST,daily,true,AD,SGD,OIS,SGD-SOR-ON,9Y,
SDSOA10 BGN Curncy,shared_term,PX_LAST,daily,true,AD,SGD,OIS,SGD-SOR-ON,10Y,
SDSOA12 BGN Curncy,shared_term,PX_LAST,daily,true,AD,SGD,OIS,SGD-SOR-ON,12Y,
SDSOA15 BGN Curncy,shared_term,PX_LAST,daily,true,AD,SGD,OIS,SGD-SOR-ON,15Y,
SDSOA20 BGN Curncy,shared_term,PX_LAST,daily,true,AD,SGD,OIS,SGD-SOR-ON,20Y,
SDSOA30 BGN Curncy,shared_term,PX_LAST,daily,true,AD,SGD,OIS,SGD-SOR-ON,30Y,
TTHORON index,shared_term,PX_LAST,daily,true,AD,THB,OIS,THB-THOR-ON,1D,
TBSWHA BGN Curncy,shared_term,PX_LAST,daily,true,AD,THB,OIS,THB-THOR-ON,4W,
TBSWHB BGN Curncy,shared_term,PX_LAST,daily,true,AD,THB,OIS,THB-THOR-ON,2M,
TBSWHC BGN Curncy,shared_term,PX_LAST,daily,true,AD,THB,OIS,THB-THOR-ON,3M,
TBSWHF BGN Curncy,shared_term,PX_LAST,daily,true,AD,THB,OIS,THB-THOR-ON,6M,
TBSWHI BGN Curncy,shared_term,PX_LAST,daily,true,AD,THB,OIS,THB-THOR-ON,9M,
TBSWH1 BGN Curncy,shared_term,PX_LAST,daily,true,AD,THB,OIS,THB-THOR-ON,1Y,
TBSWH2 BGN Curncy,shared_term,PX_LAST,daily,true,AD,THB,OIS,THB-THOR-ON,2Y,
TBSWH3 BGN Curncy,shared_term,PX_LAST,daily,true,AD,THB,OIS,THB-THOR-ON,3Y,
TBSWH4 BGN Curncy,shared_term,PX_LAST,daily,true,AD,THB,OIS,THB-THOR-ON,4Y,
TBSWH5 BGN Curncy,shared_term,PX_LAST,daily,true,AD,THB,OIS,THB-THOR-ON,5Y,
TBSWH7 BGN Curncy,shared_term,PX_LAST,daily,true,AD,THB,OIS,THB-THOR-ON,7Y,
TBSWH10 BGN Curncy,shared_term,PX_LAST,daily,true,AD,THB,OIS,THB-THOR-ON,10Y,
TBSWH12 BGN Curncy,shared_term,PX_LAST,daily,true,AD,THB,OIS,THB-THOR-ON,12Y,
TBSWH15 BGN Curncy,shared_term,PX_LAST,daily,true,AD,THB,OIS,THB-THOR-ON,15Y,
TBSWI1Z BGN Curncy,shared_term,PX_LAST,daily,true,AD,THO,OIS,THO-THOR-ON,1W,
TBSWI2Z BGN Curncy,shared_term,PX_LAST,daily,true,AD,THO,OIS,THO-THOR-ON,2W,
TBSWIA BGN Curncy,shared_term,PX_LAST,daily,true,AD,THO,OIS,THO-THOR-ON,4W,
TBSWIB BGN Curncy,shared_term,PX_LAST,daily,true,AD,THO,OIS,THO-THOR-ON,2M,
TBSWIC BGN Curncy,shared_term,PX_LAST,daily,true,AD,THO,OIS,THO-THOR-ON,3M,
TBSWIF BGN Curncy,shared_term,PX_LAST,daily,true,AD,THO,OIS,THO-THOR-ON,6M,
TBSWII BGN Curncy,shared_term,PX_LAST,daily,true,AD,THO,OIS,THO-THOR-ON,9M,
TBSWI1 BGN Curncy,shared_term,PX_LAST,daily,true,AD,THO,OIS,THO-THOR-ON,1Y,
TBSWI2 BGN Curncy,shared_term,PX_LAST,daily,true,AD,THO,OIS,THO-THOR-ON,2Y,
TBSWI3 BGN Curncy,shared_term,PX_LAST,daily,true,AD,THO,OIS,THO-THOR-ON,3Y,
TBSWI4 BGN Curncy,shared_term,PX_LAST,daily,true,AD,THO,OIS,THO-THOR-ON,4Y,
TBSWI5 BGN Curncy,shared_term,PX_LAST,daily,true,AD,THO,OIS,THO-THOR-ON,5Y,
TBSWI7 BGN Curncy,shared_term,PX_LAST,daily,true,AD,THO,OIS,THO-THOR-ON,7Y,
TBSWI10 BGN Curncy,shared_term,PX_LAST,daily,true,AD,THO,OIS,THO-THOR-ON,10Y,
TBSWI12 BGN Curncy,shared_term,PX_LAST,daily,true,AD,THO,OIS,THO-THOR-ON,12Y,
TBSWI15 BGN Curncy,shared_term,PX_LAST,daily,true,AD,THO,OIS,THO-THOR-ON,15Y,
FEDL01        Index,shared_term,PX_LAST,daily,true,AD,USD,OIS,USD-FEDFUNDS-ON,1D,
USSO1Z   BGN Curncy,shared_term,PX_LAST,daily,true,AD,USD,OIS,USD-FEDFUNDS-ON,1W,
USSO2Z   BGN Curncy,shared_term,PX_LAST,daily,true,AD,USD,OIS,USD-FEDFUNDS-ON,2W,
USSO3Z   BGN Curncy,shared_term,PX_LAST,daily,true,AD,USD,OIS,USD-FEDFUNDS-ON,3W,
USSOA    BGN Curncy,shared_term,PX_LAST,daily,true,AD,USD,OIS,USD-FEDFUNDS-ON,4W,
USSOB    BGN Curncy,shared_term,PX_LAST,daily,true,AD,USD,OIS,USD-FEDFUNDS-ON,2M,
USSOC    BGN Curncy,shared_term,PX_LAST,daily,true,AD,USD,OIS,USD-FEDFUNDS-ON,3M,
USSOD    BGN Curncy,shared_term,PX_LAST,daily,true,AD,USD,OIS,USD-FEDFUNDS-ON,4M,
USSOE    BGN Curncy,shared_term,PX_LAST,daily,true,AD,USD,OIS,USD-FEDFUNDS-ON,5M,
USSOF    BGN Curncy,shared_term,PX_LAST,daily,true,AD,USD,OIS,USD-FEDFUNDS-ON,6M,
USSOG    BGN Curncy,shared_term,PX_LAST,daily,true,AD,USD,OIS,USD-FEDFUNDS-ON,7M,
USSOH    BGN Curncy,shared_term,PX_LAST,daily,true,AD,USD,OIS,USD-FEDFUNDS-ON,8M,
USSOI    BGN Curncy,shared_term,PX_LAST,daily,true,AD,USD,OIS,USD-FEDFUNDS-ON,9M,
