ticker,user,schedule,enabled,owner,domain,kind,currency,country,curve_code,tenor,quote_type,source_file
NDSO5 CMPN Curncy,shared_term,daily,true,AD,rates,OIS,NZD,,NZD-NZOCRS-ON,5Y,YIELD,tickers/rates.csv
NDSO6 CMPN Curncy,shared_term,daily,true,AD,rates,OIS,NZD,,NZD-NZOCRS-ON,6Y,YIELD,tickers/rates.csv
NDSO7 CMPN Curncy,shared_term,daily,true,AD,rates,OIS,NZD,,NZD-NZOCRS-ON,7Y,YIELD,tickers/rates.csv
NDSO8 CMPN Curncy,shared_term,daily,true,AD,rates,OIS,NZD,,NZD-NZOCRS-ON,8Y,YIELD,tickers/rates.csv
NDSO9 CMPN Curncy,shared_term,daily,true,AD,rates,OIS,NZD,,NZD-NZOCRS-ON,9Y,YIELD,tickers/rates.csv
NDSO10 CMPN Curncy,shared_term,daily,true,AD,rates,OIS,NZD,,NZD-NZOCRS-ON,10Y,YIELD,tickers/rates.csv
NDSO12 CMPN Curncy,shared_term,daily,true,AD,rates,OIS,NZD,,NZD-NZOCRS-ON,12Y,YIELD,tickers/rates.csv
NDSO15 CMPN Curncy,shared_term,daily,true,AD,rates,OIS,NZD,,NZD-NZOCRS-ON,15Y,YIELD,tickers/rates.csv
NDSO20 CMPN Curncy,shared_term,daily,true,AD,rates,OIS,NZD,,NZD-NZOCRS-ON,20Y,YIELD,tickers/rates.csv
SIBCSORA Index,shared_term,daily,true,AD,rates,OIS,SGD,,SGD-SOR-ON,1D,YIELD,tickers/rates.csv
SDSOAA BGN Curncy,shared_term,daily,true,AD,rates,OIS,SGD,,SGD-SOR-ON,4W,YIELD,tickers/rates.csv
SDSOAB BGN Curncy,shared_term,daily,true,AD,rates,OIS,SGD,,SGD-SOR-ON,2M,YIELD,tickers/rates.csv
SDSOAC BGN Curncy,shared_term,daily,true,AD,rates,OIS,SGD,,SGD-SOR-ON,3M,YIELD,tickers/rates.csv
SDSOAF BGN Curncy,shared_term,daily,true,AD,rates,OIS,SGD,,SGD-SOR-ON,6M,YIELD,tickers/rates.csv
SDSOAI BGN Curncy,shared_term,daily,true,AD,rates,OIS,SGD,,SGD-SOR-ON,9M,YIELD,tickers/rates.csv
SDSOA1 BGN Curncy,shared_term,daily,true,AD,rates,OIS,SGD,,SGD-SOR-ON,1Y,YIELD,tickers/rates.csv
SDSOA1F BGN Curncy,shared_term,daily,true,AD,rates,OIS,SGD,,SGD-SOR-ON,18M,YIELD,tickers/rates.csv
SDSOA2 BGN Curncy,shared_term,daily,true,AD,rates,OIS,SGD,,SGD-SOR-ON,2Y,YIELD,tickers/rates.csv
SDSOA3 BGN Curncy,shared_term,daily,true,AD,rates,OIS,SGD,,SGD-SOR-ON,3Y,YIELD,tickers/rates.csv
SDSOA4 BGN Curncy,shared_term,daily,true,AD,rates,OIS,SGD,,SGD-SOR-ON,4Y,YIELD,tickers/rates.csv
SDSOA5 BGN Curncy,shared_term,daily,true,AD,rates,OIS,SGD,,SGD-SOR-ON,5Y,YIELD,tickers/rates.csv
SDSOA6 BGN Curncy,shared_term,daily,true,AD,rates,OIS,SGD,,SGD-SOR-ON,6Y,YIELD,tickers/rates.csv
SDSOA7 BGN Curncy,shared_term,daily,true,AD,rates,OIS,SGD,,SGD-SOR-ON,7Y,YIELD,tickers/rates.csv
SDSOA8 BGN Curncy,shared_term,daily,true,AD,rates,OIS,SGD,,SGD-SOR-ON,8Y,YIELD,tickers/rates.csv
SDSOA9 BGN Curncy,shared_term,daily,true,AD,rates,OIS,SGD,,SGD-SOR-ON,9Y,YIELD,tickers/rates.csv
SDSOA10 BGN Curncy,shared_term,daily,true,AD,rates,OIS,SGD,,SGD-SOR-ON,10Y,YIELD,tickers/rates.csv
SDSOA12 BGN Curncy,shared_term,daily,true,AD,rates,OIS,SGD,,SGD-SOR-ON,12Y,YIELD,tickers/rates.csv
SDSOA15 BGN Curncy,shared_term,daily,true,AD,rates,OIS,SGD,,SGD-SOR-ON,15Y,YIELD,tickers/rates.csv
SDSOA20 BGN Curncy,shared_term,daily,true,AD,rates,OIS,SGD,,SGD-SOR-ON,20Y,YIELD,tickers/rates.csv
SDSOA30 BGN Curncy,shared_term,daily,true,AD,rates,OIS,SGD,,SGD-SOR-ON,30Y,YIELD,tickers/rates.csv
TTHORON index,shared_term,daily,true,AD,rates,OIS,THB,,THB-THOR-ON,1D,YIELD,tickers/rates.csv
TBSWHA BGN Curncy,shared_term,daily,true,AD,rates,OIS,THB,,THB-THOR-ON,4W,YIELD,tickers/rates.csv
TBSWHB BGN Curncy,shared_term,daily,true,AD,rates,OIS,THB,,THB-THOR-ON,2M,YIELD,tickers/rates.csv
TBSWHC BGN Curncy,shared_term,daily,true,AD,rates,OIS,THB,,THB-THOR-ON,3M,YIELD,tickers/rates.csv
TBSWHF BGN Curncy,shared_term,daily,true,AD,rates,OIS,THB,,THB-THOR-ON,6M,YIELD,tickers/rates.csv
TBSWHI BGN Curncy,shared_term,daily,true,AD,rates,OIS,THB,,THB-THOR-ON,9M,YIELD,tickers/rates.csv
TBSWH1 BGN Curncy,shared_term,daily,true,AD,rates,OIS,THB,,THB-THOR-ON,1Y,YIELD,tickers/rates.csv
TBSWH2 BGN Curncy,shared_term,daily,true,AD,rates,OIS,THB,,THB-THOR-ON,2Y,YIELD,tickers/rates.csv
TBSWH3 BGN Curncy,shared_term,daily,true,AD,rates,OIS,THB,,THB-THOR-ON,3Y,YIELD,tickers/rates.csv
TBSWH4 BGN Curncy,shared_term,daily,true,AD,rates,OIS,THB,,THB-THOR-ON,4Y,YIELD,tickers/rates.csv
TBSWH5 BGN Curncy,shared_term,daily,true,AD,rates,OIS,THB,,THB-THOR-ON,5Y,YIELD,tickers/rates.csv
TBSWH7 BGN Curncy,shared_term,daily,true,AD,rates,OIS,THB,,THB-THOR-ON,7Y,YIELD,tickers/rates.csv
TBSWH10 BGN Curncy,shared_term,daily,true,AD,rates,OIS,THB,,THB-THOR-ON,10Y,YIELD,tickers/rates.csv
TBSWH12 BGN Curncy,shared_term,daily,true,AD,rates,OIS,THB,,THB-THOR-ON,12Y,YIELD,tickers/rates.csv
TBSWH15 BGN Curncy,shared_term,daily,true,AD,rates,OIS,THB,,THB-THOR-ON,15Y,YIELD,tickers/rates.csv
TBSWI1Z BGN Curncy,shared_term,daily,true,AD,rates,OIS,THO,,THO-THOR-ON,1W,YIELD,tickers/rates.csv
TBSWI2Z BGN Curncy,shared_term,daily,true,AD,rates,OIS,THO,,THO-THOR-ON,2W,YIELD,tickers/rates.csv
TBSWIA BGN Curncy,shared_term,daily,true,AD,rates,OIS,THO,,THO-THOR-ON,4W,YIELD,tickers/rates.csv
TBSWIB BGN Curncy,shared_term,daily,true,AD,rates,OIS,THO,,THO-THOR-ON,2M,YIELD,tickers/rates.csv
TBSWIC BGN Curncy,shared_term,daily,true,AD,rates,OIS,THO,,THO-THOR-ON,3M,YIELD,tickers/rates.csv
TBSWIF BGN Curncy,shared_term,daily,true,AD,rates,OIS,THO,,THO-THOR-ON,6M,YIELD,tickers/rates.csv
TBSWII BGN Curncy,shared_term,daily,true,AD,rates,OIS,THO,,THO-THOR-ON,9M,YIELD,tickers/rates.csv
TBSWI1 BGN Curncy,shared_term,daily,true,AD,rates,OIS,THO,,THO-THOR-ON,1Y,YIELD,tickers/rates.csv
TBSWI2 BGN Curncy,shared_term,daily,true,AD,rates,OIS,THO,,THO-THOR-ON,2Y,YIELD,tickers/rates.csv
TBSWI3 BGN Curncy,shared_term,daily,true,AD,rates,OIS,THO,,THO-THOR-ON,3Y,YIELD,tickers/rates.csv
TBSWI4 BGN Curncy,shared_term,daily,true,AD,rates,OIS,THO,,THO-THOR-ON,4Y,YIELD,tickers/rates.csv
TBSWI5 BGN Curncy,shared_term,daily,true,AD,rates,OIS,THO,,THO-THOR-ON,5Y,YIELD,tickers/rates.csv
TBSWI7 BGN Curncy,shared_term,daily,true,AD,rates,OIS,THO,,THO-THOR-ON,7Y,YIELD,tickers/rates.csv
TBSWI10 BGN Curncy,shared_term,daily,true,AD,rates,OIS,THO,,THO-THOR-ON,10Y,YIELD,tickers/rates.csv
TBSWI12 BGN Curncy,shared_term,daily,true,AD,rates,OIS,THO,,THO-THOR-ON,12Y,YIELD,tickers/rates.csv
TBSWI15 BGN Curncy,shared_term,daily,true,AD,rates,OIS,THO,,THO-THOR-ON,15Y,YIELD,tickers/rates.csv
FEDL01        Index,shared_term,daily,true,AD,rates,OIS,USD,,USD-FEDFUNDS-ON,1D,YIELD,tickers/rates.csv
USSO1Z   BGN Curncy,shared_term,daily,true,AD,rates,OIS,USD,,USD-FEDFUNDS-ON,1W,YIELD,tickers/rates.csv
USSO2Z   BGN Curncy,shared_term,daily,true,AD,rates,OIS,USD,,USD-FEDFUNDS-ON,2W,YIELD,tickers/rates.csv
USSO3Z   BGN Curncy,shared_term,daily,true,AD,rates,OIS,USD,,USD-FEDFUNDS-ON,3W,YIELD,tickers/rates.csv
USSOA    BGN Curncy,shared_term,daily,true,AD,rates,OIS,USD,,USD-FEDFUNDS-ON,4W,YIELD,tickers/rates.csv
USSOB    BGN Curncy,shared_term,daily,true,AD,rates,OIS,USD,,USD-FEDFUNDS-ON,2M,YIELD,tickers/rates.csv
USSOC    BGN Curncy,shared_term,daily,true,AD,rates,OIS,USD,,USD-FEDFUNDS-ON,3M,YIELD,tickers/rates.csv
USSOD    BGN Curncy,shared_term,daily,true,AD,rates,OIS,USD,,USD-FEDFUNDS-ON,4M,YIELD,tickers/rates.csv
USSOE    BGN Curncy,shared_term,daily,true,AD,rates,OIS,USD,,USD-FEDFUNDS-ON,5M,YIELD,tickers/rates.csv
USSOF    BGN Curncy,shared_term,daily,true,AD,rates,OIS,USD,,USD-FEDFUNDS-ON,6M,YIELD,tickers/rates.csv
USSOG    BGN Curncy,shared_term,daily,true,AD,rates,OIS,USD,,USD-FEDFUNDS-ON,7M,YIELD,tickers/rates.csv
USSOH    BGN Curncy,shared_term,daily,true,AD,rates,OIS,USD,,USD-FEDFUNDS-ON,8M,YIELD,tickers/rates.csv
USSOI    BGN Curncy,shared_term,daily,true,AD,rates,OIS,USD,,USD-FEDFUNDS-ON,9M,YIELD,tickers/rates.csv
USSOJ    BGN Curncy,shared_term,daily,true,AD,rates,OIS,USD,,USD-FEDFUNDS-ON,10M,YIELD,tickers/rates.csv
USSOK    BGN Curncy,shared_term,daily,true,AD,rates,OIS,USD,,USD-FEDFUNDS-ON,11M,YIELD,tickers/rates.csv
USSO1   BGN Curncy,shared_term,daily,true,AD,rates,OIS,USD,,USD-FEDFUNDS-ON,1Y,YIELD,tickers/rates.csv
USSO1C   BGN Curncy,shared_term,daily,true,AD,rates,OIS,USD,,USD-FEDFUNDS-ON,15M,YIELD,tickers/rates.csv
USSO1F   BGN Curncy,shared_term,daily,true,AD,rates,OIS,USD,,USD-FEDFUNDS-ON,18M,YIELD,tickers/rates.csv
USSO2 BGN Curncy,shared_term,daily,true,AD,rates,OIS,USD,,USD-FEDFUNDS-ON,2Y,YIELD,tickers/rates.csv
USSO3 BGN Curncy,shared_term,daily,true,AD,rates,OIS,USD,,USD-FEDFUNDS-ON,3Y,YIELD,tickers/rates.csv
USSO4 BGN Curncy,shared_term,daily,true,AD,rates,OIS,USD,,USD-FEDFUNDS-ON,4Y,YIELD,tickers/rates.csv
USSO5 BGN Curncy,shared_term,daily,true,AD,rates,OIS,USD,,USD-FEDFUNDS-ON,5Y,YIELD,tickers/rates.csv
USSO6 BGN Curncy,shared_term,daily,true,AD,rates,OIS,USD,,USD-FEDFUNDS-ON,6Y,YIELD,tickers/rates.csv
USSO7 BGN Curncy,shared_term,daily,true,AD,rates,OIS,USD,,USD-FEDFUNDS-ON,7Y,YIELD,tickers/rates.csv
USSO8 BGN Curncy,shared_term,daily,true,AD,rates,OIS,USD,,USD-FEDFUNDS-ON,8Y,YIELD,tickers/rates.csv
USSO9 BGN Curncy,shared_term,daily,true,AD,rates,OIS,USD,,USD-FEDFUNDS-ON,9Y,YIELD,tickers/rates.csv
USSO10 BGN Curncy,shared_term,daily,true,AD,rates,OIS,USD,,USD-FEDFUNDS-ON,10Y,YIELD,tickers/rates.csv
USSO12 BGN Curncy,shared_term,daily,true,AD,rates,OIS,USD,,USD-FEDFUNDS-ON,12Y,YIELD,tickers/rates.csv
USSO15 BGN Curncy,shared_term,daily,true,AD,rates,OIS,USD,,USD-FEDFUNDS-ON,15Y,YIELD,tickers/rates.csv
USSO20 BGN Curncy,shared_term,daily,true,AD,rates,OIS,USD,,USD-FEDFUNDS-ON,20Y,YIELD,tickers/rates.csv
USSO25 BGN Curncy,shared_term,daily,true,AD,rates,OIS,USD,,USD-FEDFUNDS-ON,25Y,YIELD,tickers/rates.csv
USSO30 BGN Curncy,shared_term,daily,true,AD,rates,OIS,USD,,USD-FEDFUNDS-ON,30Y,YIELD,tickers/rates.csv
SOFRRATE Index,shared_term,daily,true,AD,rates,OIS,USD,,USD-SOFR-ON,1D,YIELD,tickers/rates.csv
USOSFR1Z BGN Curncy,shared_term,daily,true,AD,rates,OIS,USD,,USD-SOFR-ON,2D,YIELD,tickers/rates.csv
USOSFR2Z BGN Curncy,shared_term,daily,true,AD,rates,OIS,USD,,USD-SOFR-ON,2W,YIELD,tickers/rates.csv
USOSFR3Z BGN Curncy,shared_term,daily,true,AD,rates,OIS,USD,,USD-SOFR-ON,2W,YIELD,tickers/rates.csv
USOSFRA BGN Curncy,shared_term,daily,true,AD,rates,OIS,USD,,USD-SOFR-ON,4W,YIELD,tickers/rates.csv
USOSFRB BGN Curncy,shared_term,daily,true,AD,rates,OIS,USD,,USD-SOFR-ON,2M,YIELD,tickers/rates.csv
USOSFRC BGN Curncy,shared_term,daily,true,AD,rates,OIS,USD,,USD-SOFR-ON,3M,YIELD,tickers/rates.csv
USOSFRD BGN Curncy,shared_term,daily,true,AD,rates,OIS,USD,,USD-SOFR-ON,4M,YIELD,tickers/rates.csv
USOSFRE BGN Curncy,shared_term,daily,true,AD,rates,OIS,USD,,USD-SOFR-ON,5M,YIELD,tickers/rates.csv
USOSFRF BGN Curncy,shared_term,daily,true,AD,rates,OIS,USD,,USD-SOFR-ON,6M,YIELD,tickers/rates.csv
USOSFRG BGN Curncy,shared_term,daily,true,AD,rates,OIS,USD,,USD-SOFR-ON,7M,YIELD,tickers/rates.csv
USOSFRH BGN Curncy,shared_term,daily,true,AD,rates,OIS,USD,,USD-SOFR-ON,8M,YIELD,tickers/rates.csv
USOSFRI BGN Curncy,shared_term,daily,true,AD,rates,OIS,USD,,USD-SOFR-ON,9M,YIELD,tickers/rates.csv
USOSFRJ BGN Curncy,shared_term,daily,true,AD,rates,OIS,USD,,USD-SOFR-ON,10M,YIELD,tickers/rates.csv
USOSFRK BGN Curncy,shared_term,daily,true,AD,rates,OIS,USD,,USD-SOFR-ON,11M,YIELD,tickers/rates.csv
USOSFR1 BGN Curncy,shared_term,daily,true,AD,rates,OIS,USD,,USD-SOFR-ON,1Y,YIELD,tickers/rates.csv
USOSFR1F BGN Curncy,shared_term,daily,true,AD,rates,OIS,USD,,USD-SOFR-ON,18M,YIELD,tickers/rates.csv
USOSFR2 BGN Curncy,shared_term,daily,true,AD,rates,OIS,USD,,USD-SOFR-ON,2Y,YIELD,tickers/rates.csv
USOSFR3 BGN Curncy,shared_term,daily,true,AD,rates,OIS,USD,,USD-SOFR-ON,3Y,YIELD,tickers/rates.csv
USOSFR4 BGN Curncy,shared_term,daily,true,AD,rates,OIS,USD,,USD-SOFR-ON,4Y,YIELD,tickers/rates.csv
USOSFR5 BGN Curncy,shared_term,daily,true,AD,rates,OIS,USD,,USD-SOFR-ON,5Y,YIELD,tickers/rates.csv
USOSFR6 BGN Curncy,shared_term,daily,true,AD,rates,OIS,USD,,USD-SOFR-ON,6Y,YIELD,tickers/rates.csv
USOSFR7 BGN Curncy,shared_term,daily,true,AD,rates,OIS,USD,,USD-SOFR-ON,7Y,YIELD,tickers/rates.csv
USOSFR8 BGN Curncy,shared_term,daily,true,AD,rates,OIS,USD,,USD-SOFR-ON,8Y,YIELD,tickers/rates.csv
USOSFR9 BGN Curncy,shared_term,daily,true,AD,rates,OIS,USD,,USD-SOFR-ON,9Y,YIELD,tickers/rates.csv
USOSFR10 BGN Curncy,shared_term,daily,true,AD,rates,OIS,USD,,USD-SOFR-ON,10Y,YIELD,tickers/rates.csv
USOSFR12 BGN Curncy,shared_term,daily,true,AD,rates,OIS,USD,,USD-SOFR-ON,12Y,YIELD,tickers/rates.csv
USOSFR15 BGN Curncy,shared_term,daily,true,AD,rates,OIS,USD,,USD-SOFR-ON,15Y,YIELD,tickers/rates.csv
USOSFR20 BGN Curncy,shared_term,daily,true,AD,rates,OIS,USD,,USD-SOFR-ON,20Y,YIELD,tickers/rates.csv
USOSFR25 BGN Curncy,shared_term,daily,true,AD,rates,OIS,USD,,USD-SOFR-ON,25Y,YIELD,tickers/rates.csv
USOSFR30 BGN Curncy,shared_term,daily,true,AD,rates,OIS,USD,,USD-SOFR-ON,30Y,YIELD,tickers/rates.csv
USOSFR40 BGN Curncy,shared_term,daily,true,AD,rates,OIS,USD,,USD-SOFR-ON,40Y,YIELD,tickers/rates.csv
USOSFR50 BGN Curncy,shared_term,daily,true,AD,rates,OIS,USD,,USD-SOFR-ON,50Y,YIELD,tickers/rates.csv
ISXOQQ1 BGN Curncy,shared_term,daily,true,AD,rates,BASIS,ILS,,ILS-SHIR-ON.USD-SOFR-ON,1Y,YIELD,tickers/rates.csv
ISXOQQ2 BGN Curncy,shared_term,daily,true,AD,rates,BASIS,ILS,,ILS-SHIR-ON.USD-SOFR-ON,2Y,YIELD,tickers/rates.csv
ISXOQQ3 BGN Curncy,shared_term,daily,true,AD,rates,BASIS,ILS,,ILS-SHIR-ON.USD-SOFR-ON,3Y,YIELD,tickers/rates.csv
ISXOQQ4 BGN Curncy,shared_term,daily,true,AD,rates,BASIS,ILS,,ILS-SHIR-ON.USD-SOFR-ON,4Y,YIELD,tickers/rates.csv
ISXOQQ5 BGN Curncy,shared_term,daily,true,AD,rates,BASIS,ILS,,ILS-SHIR-ON.USD-SOFR-ON,5Y,YIELD,tickers/rates.csv
ISXOQQ6 BGN Curncy,shared_term,daily,true,AD,rates,BASIS,ILS,,ILS-SHIR-ON.USD-SOFR-ON,6Y,YIELD,tickers/rates.csv
ISXOQQ7 BGN Curncy,shared_term,daily,true,AD,rates,BASIS,ILS,,ILS-SHIR-ON.USD-SOFR-ON,7Y,YIELD,tickers/rates.csv
ISXOQQ10 BGN Curncy,shared_term,daily,true,AD,rates,BASIS,ILS,,ILS-SHIR-ON.USD-SOFR-ON,10Y,YIELD,tickers/rates.csv
ISXOQQ12 BGN Curncy,shared_term,daily,true,AD,rates,BASIS,ILS,,ILS-SHIR-ON.USD-SOFR-ON,12Y,YIELD,tickers/rates.csv
ISXOQQ15 BGN Curncy,shared_term,daily,true,AD,rates,BASIS,ILS,,ILS-SHIR-ON.USD-SOFR-ON,15Y,YIELD,tickers/rates.csv
ISXOQQ20 BGN Curncy,shared_term,daily,true,AD,rates,BASIS,ILS,,ILS-SHIR-ON.USD-SOFR-ON,20Y,YIELD,tickers/rates.csv
SDSF66M Curncy,shared_term,daily,true,AD,rates,BASIS,SGD,,SGD-SOR-ON.USD-SOFR-ON,6M,YIELD,tickers/rates.csv
SDSF61Y Curncy,shared_term,daily,true,AD,rates,BASIS,SGD,,SGD-SOR-ON.USD-SOFR-ON,1Y,YIELD,tickers/rates.csv
SDSF62Y Curncy,shared_term,daily,true,AD,rates,BASIS,SGD,,SGD-SOR-ON.USD-SOFR-ON,2Y,YIELD,tickers/rates.csv
SDSF63Y Curncy,shared_term,daily,true,AD,rates,BASIS,SGD,,SGD-SOR-ON.USD-SOFR-ON,3Y,YIELD,tickers/rates.csv
SDSF64Y Curncy,shared_term,daily,true,AD,rates,BASIS,SGD,,SGD-SOR-ON.USD-SOFR-ON,4Y,YIELD,tickers/rates.csv
SDSF65Y Curncy,shared_term,daily,true,AD,rates,BASIS,SGD,,SGD-SOR-ON.USD-SOFR-ON,5Y,YIELD,tickers/rates.csv
SDSF66Y Curncy,shared_term,daily,true,AD,rates,BASIS,SGD,,SGD-SOR-ON.USD-SOFR-ON,6Y,YIELD,tickers/rates.csv
SDSF67Y Curncy,shared_term,daily,true,AD,rates,BASIS,SGD,,SGD-SOR-ON.USD-SOFR-ON,7Y,YIELD,tickers/rates.csv
SDSF610Y Curncy,shared_term,daily,true,AD,rates,BASIS,SGD,,SGD-SOR-ON.USD-SOFR-ON,10Y,YIELD,tickers/rates.csv
SDSF612Y Curncy,shared_term,daily,true,AD,rates,BASIS,SGD,,SGD-SOR-ON.USD-SOFR-ON,12Y,YIELD,tickers/rates.csv
SDSF615Y Curncy,shared_term,daily,true,AD,rates,BASIS,SGD,,SGD-SOR-ON.USD-SOFR-ON,15Y,YIELD,tickers/rates.csv
SDSF620Y Curncy,shared_term,daily,true,AD,rates,BASIS,SGD,,SGD-SOR-ON.USD-SOFR-ON,20Y,YIELD,tickers/rates.csv
SDSF630Y Curncy,shared_term,daily,true,AD,rates,BASIS,SGD,,SGD-SOR-ON.USD-SOFR-ON,30Y,YIELD,tickers/rates.csv
CNHSQQF BGN Curncy,shared_term,daily,true,AD,rates,CCS,CNH,,CNH-FIXED.USD-SOFR-ON,6M,YIELD,tickers/rates.csv
CNHSQQ1 BGN Curncy,shared_term,daily,true,AD,rates,CCS,CNH,,CNH-FIXED.USD-SOFR-ON,1Y,YIELD,tickers/rates.csv
CNHSQQ2 BGN Curncy,shared_term,daily,true,AD,rates,CCS,CNH,,CNH-FIXED.USD-SOFR-ON,2Y,YIELD,tickers/rates.csv
CNHSQQ3 BGN Curncy,shared_term,daily,true,AD,rates,CCS,CNH,,CNH-FIXED.USD-SOFR-ON,3Y,YIELD,tickers/rates.csv
CNHSQQ4 BGN Curncy,shared_term,daily,true,AD,rates,CCS,CNH,,CNH-FIXED.USD-SOFR-ON,4Y,YIELD,tickers/rates.csv
CNHSQQ5 BGN Curncy,shared_term,daily,true,AD,rates,CCS,CNH,,CNH-FIXED.USD-SOFR-ON,5Y,YIELD,tickers/rates.csv
CNHSQQ7 BGN Curncy,shared_term,daily,true,AD,rates,CCS,CNH,,CNH-FIXED.USD-SOFR-ON,7Y,YIELD,tickers/rates.csv
CNHSQQ10 BGN Curncy,shared_term,daily,true,AD,rates,CCS,CNH,,CNH-FIXED.USD-SOFR-ON,10Y,YIELD,tickers/rates.csv
CTAUDII5Y Govt,shared_term,daily,true,AD,bonds,BOND,AUD,AUS,AUD_ACGBI_REAL_GENERIC,5Y,YIELD,tickers/bonds.csv
CTAUDII10Y Govt,shared_term,daily,true,AD,bonds,BOND,AUD,AUS,AUD_ACGBI_REAL_GENERIC,10Y,YIELD,tickers/bonds.csv
CTAUDII15Y Govt,shared_term,daily,true,AD,bonds,BOND,AUD,AUS,AUD_ACGBI_REAL_GENERIC,15Y,YIELD,tickers/bonds.csv
CTAUDII20Y Govt,shared_term,daily,true,AD,bonds,BOND,AUD,AUS,AUD_ACGBI_REAL_GENERIC,20Y,YIELD,tickers/bonds.csv
GCDB1YR INDEX,shared_term,daily,true,AD,bonds,BOND,CNY,CHN,CNY_CDB_NOMINAL_GENERIC,1Y,YIELD,tickers/bonds.csv
GCDB5YR INDEX,shared_term,daily,true,AD,bonds,BOND,CNY,CHN,CNY_CDB_NOMINAL_GENERIC,5Y,YIELD,tickers/bonds.csv
GCDB10YR INDEX,shared_term,daily,true,AD,bonds,BOND,CNY,CHN,CNY_CDB_NOMINAL_GENERIC,10Y,YIELD,tickers/bonds.csv
GIDN1YR INDEX,shared_term,daily,true,AD,bonds,BOND,IDR,IDN,IDR_IDGB_NOMINAL_GENERIC,1Y,YIELD,tickers/bonds.csv
GIDN3YR INDEX,shared_term,daily,true,AD,bonds,BOND,IDR,IDN,IDR_IDGB_NOMINAL_GENERIC,3Y,YIELD,tickers/bonds.csv
GIDN5YR INDEX,shared_term,daily,true,AD,bonds,BOND,IDR,IDN,IDR_IDGB_NOMINAL_GENERIC,5Y,YIELD,tickers/bonds.csv
GIDN7YR INDEX,shared_term,daily,true,AD,bonds,BOND,IDR,IDN,IDR_IDGB_NOMINAL_GENERIC,7Y,YIELD,tickers/bonds.csv
GIDN10YR INDEX,shared_term,daily,true,AD,bonds,BOND,IDR,IDN,IDR_IDGB_NOMINAL_GENERIC,10Y,YIELD,tickers/bonds.csv
GIDN20YR INDEX,shared_term,daily,true,AD,bonds,BOND,IDR,IDN,IDR_IDGB_NOMINAL_GENERIC,20Y,YIELD,tickers/bonds.csv
GIDN30YR Index,shared_term,daily,true,AD,bonds,BOND,IDR,IDN,IDR_IDGB_NOMINAL_GENERIC,30Y,YIELD,tickers/bonds.csv
GTJPY1Y govt,shared_term,daily,true,AD,bonds,BOND,JPY,JPN,JPY_JGB_NOMINAL_GENERIC,1Y,YIELD,tickers/bonds.csv
GTJPY2Y govt,shared_term,daily,true,AD,bonds,BOND,JPY,JPN,JPY_JGB_NOMINAL_GENERIC,2Y,YIELD,tickers/bonds.csv
GTJPY3Y govt,shared_term,daily,true,AD,bonds,BOND,JPY,JPN,JPY_JGB_NOMINAL_GENERIC,3Y,YIELD,tickers/bonds.csv
GTJPY4Y govt,shared_term,daily,true,AD,bonds,BOND,JPY,JPN,JPY_JGB_NOMINAL_GENERIC,4Y,YIELD,tickers/bonds.csv
GTJPY5Y govt,shared_term,daily,true,AD,bonds,BOND,JPY,JPN,JPY_JGB_NOMINAL_GENERIC,5Y,YIELD,tickers/bonds.csv
GTJPY6Y govt,shared_term,daily,true,AD,bonds,BOND,JPY,JPN,JPY_JGB_NOMINAL_GENERIC,6Y,YIELD,tickers/bonds.csv
GTJPY7Y govt,shared_term,daily,true,AD,bonds,BOND,JPY,JPN,JPY_JGB_NOMINAL_GENERIC,7Y,YIELD,tickers/bonds.csv
GTJPY10Y govt,shared_term,daily,true,AD,bonds,BOND,JPY,JPN,JPY_JGB_NOMINAL_GENERIC,10Y,YIELD,tickers/bonds.csv
GTJPY15Y govt,shared_term,daily,true,AD,bonds,BOND,JPY,JPN,JPY_JGB_NOMINAL_GENERIC,15Y,YIELD,tickers/bonds.csv
GTJPY20Y govt,shared_term,daily,true,AD,bonds,BOND,JPY,JPN,JPY_JGB_NOMINAL_GENERIC,20Y,YIELD,tickers/bonds.csv
GTJPY30Y govt,shared_term,daily,true,AD,bonds,BOND,JPY,JPN,JPY_JGB_NOMINAL_GENERIC,30Y,YIELD,tickers/bonds.csv
GTJPYII5YR  govt,shared_term,daily,true,AD,bonds,BOND,JPY,JPN,JPY_JGBI_REAL_GENERIC,5Y,YIELD,tickers/bonds.csv
GTJPYII6YR  govt,shared_term,daily,true,AD,bonds,BOND,JPY,JPN,JPY_JGBI_REAL_GENERIC,6Y,YIELD,tickers/bonds.csv
GTJPYII7YR  govt,shared_term,daily,true,AD,bonds,BOND,JPY,JPN,JPY_JGBI_REAL_GENERIC,7Y,YIELD,tickers/bonds.csv
GTJPYII8YR  govt,shared_term,daily,true,AD,bonds,BOND,JPY,JPN,JPY_JGBI_REAL_GENERIC,8Y,YIELD,tickers/bonds.csv
GTJPYII9YR  govt,shared_term,daily,true,AD,bonds,BOND,JPY,JPN,JPY_JGBI_REAL_GENERIC,9Y,YIELD,tickers/bonds.csv
GTJPYII10YR  govt,shared_term,daily,true,AD,bonds,BOND,JPY,JPN,JPY_JGBI_REAL_GENERIC,10Y,YIELD,tickers/bonds.csv
GVSK3MON Index,shared_term,daily,true,AD,bonds,BOND,KRW,KOR,KRW_KTB_NOMINAL_OTR,3M,YIELD,tickers/bonds.csv
