ticker,user,schedule,enabled,owner,domain,kind,currency,country,curve_code,tenor,quote_type,source_file
ADSO4 BGN Curncy,shared_term,daily,true,AD,rates,OIS,AUD,,AUD-AONIA-ON,4Y,YIELD,tickers/rates.csv
ADSO5 BGN Curncy,shared_term,daily,true,AD,rates,OIS,AUD,,AUD-AONIA-ON,5Y,YIELD,tickers/rates.csv
ADSO6 BGN Curncy,shared_term,daily,true,AD,rates,OIS,AUD,,AUD-AONIA-ON,6Y,YIELD,tickers/rates.csv
ADSO7 BGN Curncy,shared_term,daily,true,AD,rates,OIS,AUD,,AUD-AONIA-ON,7Y,YIELD,tickers/rates.csv
ADSO8 BGN Curncy,shared_term,daily,true,AD,rates,OIS,AUD,,AUD-AONIA-ON,8Y,YIELD,tickers/rates.csv
ADSO9 BGN Curncy,shared_term,daily,true,AD,rates,OIS,AUD,,AUD-AONIA-ON,9Y,YIELD,tickers/rates.csv
ADSO10 BGN Curncy,shared_term,daily,true,AD,rates,OIS,AUD,,AUD-AONIA-ON,10Y,YIELD,tickers/rates.csv
ADSO12 BGN Curncy,shared_term,daily,true,AD,rates,OIS,AUD,,AUD-AONIA-ON,12Y,YIELD,tickers/rates.csv
ADSO15 BGN Curncy,shared_term,daily,true,AD,rates,OIS,AUD,,AUD-AONIA-ON,15Y,YIELD,tickers/rates.csv
ADSO20 BGN Curncy,shared_term,daily,true,AD,rates,OIS,AUD,,AUD-AONIA-ON,20Y,YIELD,tickers/rates.csv
ADSO25 BGN Curncy,shared_term,daily,true,AD,rates,OIS,AUD,,AUD-AONIA-ON,25Y,YIELD,tickers/rates.csv
ADSO30 BGN Curncy,shared_term,daily,true,AD,rates,OIS,AUD,,AUD-AONIA-ON,30Y,YIELD,tickers/rates.csv
CAONREPO INDEX,shared_term,daily,true,AD,rates,OIS,CAD,,CAD-CORRA-ON,0,YIELD,tickers/rates.csv
CDSO1Z BGN CURNCY,shared_term,daily,true,AD,rates,OIS,CAD,,CAD-CORRA-ON,1W,YIELD,tickers/rates.csv
CDSO2Z BGN CURNCY,shared_term,daily,true,AD,rates,OIS,CAD,,CAD-CORRA-ON,2W,YIELD,tickers/rates.csv
CDSOA BGN CURNCY,shared_term,daily,true,AD,rates,OIS,CAD,,CAD-CORRA-ON,4W,YIELD,tickers/rates.csv
CDSOB BGN CURNCY,shared_term,daily,true,AD,rates,OIS,CAD,,CAD-CORRA-ON,2M,YIELD,tickers/rates.csv
CDSOC BGN CURNCY,shared_term,daily,true,AD,rates,OIS,CAD,,CAD-CORRA-ON,3M,YIELD,tickers/rates.csv
CDSOD BGN CURNCY,shared_term,daily,true,AD,rates,OIS,CAD,,CAD-CORRA-ON,4M,YIELD,tickers/rates.csv
CDSOE BGN CURNCY,shared_term,daily,true,AD,rates,OIS,CAD,,CAD-CORRA-ON,5M,YIELD,tickers/rates.csv
CDSOF BGN CURNCY,shared_term,daily,true,AD,rates,OIS,CAD,,CAD-CORRA-ON,6M,YIELD,tickers/rates.csv
CDSOI BGN CURNCY,shared_term,daily,true,AD,rates,OIS,CAD,,CAD-CORRA-ON,9M,YIELD,tickers/rates.csv
CDSO1 BGN CURNCY,shared_term,daily,true,AD,rates,OIS,CAD,,CAD-CORRA-ON,1Y,YIELD,tickers/rates.csv
CDSO2 BGN CURNCY,shared_term,daily,true,AD,rates,OIS,CAD,,CAD-CORRA-ON,2Y,YIELD,tickers/rates.csv
CDSO3 BGN CURNCY,shared_term,daily,true,AD,rates,OIS,CAD,,CAD-CORRA-ON,3Y,YIELD,tickers/rates.csv
CDSO4 BGN CURNCY,shared_term,daily,true,AD,rates,OIS,CAD,,CAD-CORRA-ON,4Y,YIELD,tickers/rates.csv
CDSO5 BGN CURNCY,shared_term,daily,true,AD,rates,OIS,CAD,,CAD-CORRA-ON,5Y,YIELD,tickers/rates.csv
SRFXON3 INDEX,shared_term,daily,true,AD,rates,OIS,CHF,,CHF-SARON-ON,0,YIELD,tickers/rates.csv
SFSNT1Z CMPN CURNCY,shared_term,daily,true,AD,rates,OIS,CHF,,CHF-SARON-ON,1W,YIELD,tickers/rates.csv
SFSNT2Z CMPN CURNCY,shared_term,daily,true,AD,rates,OIS,CHF,,CHF-SARON-ON,2W,YIELD,tickers/rates.csv
SFSNTA CMPN CURNCY,shared_term,daily,true,AD,rates,OIS,CHF,,CHF-SARON-ON,4W,YIELD,tickers/rates.csv
SFSNTB CMPN CURNCY,shared_term,daily,true,AD,rates,OIS,CHF,,CHF-SARON-ON,2M,YIELD,tickers/rates.csv
SFSNTC CMPN CURNCY,shared_term,daily,true,AD,rates,OIS,CHF,,CHF-SARON-ON,3M,YIELD,tickers/rates.csv
SFSNTD CMPN CURNCY,shared_term,daily,true,AD,rates,OIS,CHF,,CHF-SARON-ON,4M,YIELD,tickers/rates.csv
SFSNTE CMPN CURNCY,shared_term,daily,true,AD,rates,OIS,CHF,,CHF-SARON-ON,5M,YIELD,tickers/rates.csv
SFSNTF CMPN CURNCY,shared_term,daily,true,AD,rates,OIS,CHF,,CHF-SARON-ON,6M,YIELD,tickers/rates.csv
SFSNTG CMPN CURNCY,shared_term,daily,true,AD,rates,OIS,CHF,,CHF-SARON-ON,7M,YIELD,tickers/rates.csv
SFSNTH CMPN CURNCY,shared_term,daily,true,AD,rates,OIS,CHF,,CHF-SARON-ON,8M,YIELD,tickers/rates.csv
SFSNTI CMPN CURNCY,shared_term,daily,true,AD,rates,OIS,CHF,,CHF-SARON-ON,9M,YIELD,tickers/rates.csv
SFSNTJ CMPN CURNCY,shared_term,daily,true,AD,rates,OIS,CHF,,CHF-SARON-ON,10M,YIELD,tickers/rates.csv
SFSNTK CMPN CURNCY,shared_term,daily,true,AD,rates,OIS,CHF,,CHF-SARON-ON,11M,YIELD,tickers/rates.csv
SFSNT1 CMPN CURNCY,shared_term,daily,true,AD,rates,OIS,CHF,,CHF-SARON-ON,1Y,YIELD,tickers/rates.csv
SFSNT1C CMPN CURNCY,shared_term,daily,true,AD,rates,OIS,CHF,,CHF-SARON-ON,15M,YIELD,tickers/rates.csv
SFSNT1F CMPN CURNCY,shared_term,daily,true,AD,rates,OIS,CHF,,CHF-SARON-ON,18M,YIELD,tickers/rates.csv
SFSNT1I CMPN CURNCY,shared_term,daily,true,AD,rates,OIS,CHF,,CHF-SARON-ON,21M,YIELD,tickers/rates.csv
SFSNT2 CMPN CURNCY,shared_term,daily,true,AD,rates,OIS,CHF,,CHF-SARON-ON,2Y,YIELD,tickers/rates.csv
SFSNT3 CMPN CURNCY,shared_term,daily,true,AD,rates,OIS,CHF,,CHF-SARON-ON,3Y,YIELD,tickers/rates.csv
SFSNT4 CMPN CURNCY,shared_term,daily,true,AD,rates,OIS,CHF,,CHF-SARON-ON,4Y,YIELD,tickers/rates.csv
SFSNT5 CMPN CURNCY,shared_term,daily,true,AD,rates,OIS,CHF,,CHF-SARON-ON,5Y,YIELD,tickers/rates.csv
SFSNT6 CMPN CURNCY,shared_term,daily,true,AD,rates,OIS,CHF,,CHF-SARON-ON,6Y,YIELD,tickers/rates.csv
SFSNT7 CMPN CURNCY,shared_term,daily,true,AD,rates,OIS,CHF,,CHF-SARON-ON,7Y,YIELD,tickers/rates.csv
SFSNT8 CMPN CURNCY,shared_term,daily,true,AD,rates,OIS,CHF,,CHF-SARON-ON,8Y,YIELD,tickers/rates.csv
SFSNT9 CMPN CURNCY,shared_term,daily,true,AD,rates,OIS,CHF,,CHF-SARON-ON,9Y,YIELD,tickers/rates.csv
SFSNT10 CMPN CURNCY,shared_term,daily,true,AD,rates,OIS,CHF,,CHF-SARON-ON,10Y,YIELD,tickers/rates.csv
SFSNT12 CMPN CURNCY,shared_term,daily,true,AD,rates,OIS,CHF,,CHF-SARON-ON,12Y,YIELD,tickers/rates.csv
SFSNT15 CMPN CURNCY,shared_term,daily,true,AD,rates,OIS,CHF,,CHF-SARON-ON,15Y,YIELD,tickers/rates.csv
SFSNT20 CMPN CURNCY,shared_term,daily,true,AD,rates,OIS,CHF,,CHF-SARON-ON,20Y,YIELD,tickers/rates.csv
SFSNT25 CMPN CURNCY,shared_term,daily,true,AD,rates,OIS,CHF,,CHF-SARON-ON,25Y,YIELD,tickers/rates.csv
SFSNT30 CMPN CURNCY,shared_term,daily,true,AD,rates,OIS,CHF,,CHF-SARON-ON,30Y,YIELD,tickers/rates.csv
ESTRON Index,shared_term,daily,true,AD,rates,OIS,EUR,,EUR-ESTR-ON,1D,YIELD,tickers/rates.csv
EESWE1Z  BGN Curncy,shared_term,daily,true,AD,rates,OIS,EUR,,EUR-ESTR-ON,1W,YIELD,tickers/rates.csv
EESWE2Z  BGN Curncy,shared_term,daily,true,AD,rates,OIS,EUR,,EUR-ESTR-ON,2W,YIELD,tickers/rates.csv
EESWEA   BGN Curncy,shared_term,daily,true,AD,rates,OIS,EUR,,EUR-ESTR-ON,4W,YIELD,tickers/rates.csv
EESWEB   BGN Curncy,shared_term,daily,true,AD,rates,OIS,EUR,,EUR-ESTR-ON,2M,YIELD,tickers/rates.csv
EESWEC   BGN Curncy,shared_term,daily,true,AD,rates,OIS,EUR,,EUR-ESTR-ON,3M,YIELD,tickers/rates.csv
EESWED   BGN Curncy,shared_term,daily,true,AD,rates,OIS,EUR,,EUR-ESTR-ON,4M,YIELD,tickers/rates.csv
EESWEE   BGN Curncy,shared_term,daily,true,AD,rates,OIS,EUR,,EUR-ESTR-ON,5M,YIELD,tickers/rates.csv
EESWEF   BGN Curncy,shared_term,daily,true,AD,rates,OIS,EUR,,EUR-ESTR-ON,6M,YIELD,tickers/rates.csv
EESWEG   BGN Curncy,shared_term,daily,true,AD,rates,OIS,EUR,,EUR-ESTR-ON,7M,YIELD,tickers/rates.csv
EESWEH   BGN Curncy,shared_term,daily,true,AD,rates,OIS,EUR,,EUR-ESTR-ON,8M,YIELD,tickers/rates.csv
EESWEI   BGN Curncy,shared_term,daily,true,AD,rates,OIS,EUR,,EUR-ESTR-ON,9M,YIELD,tickers/rates.csv
EESWEJ   BGN Curncy,shared_term,daily,true,AD,rates,OIS,EUR,,EUR-ESTR-ON,10M,YIELD,tickers/rates.csv
EESWEK   BGN Curncy,shared_term,daily,true,AD,rates,OIS,EUR,,EUR-ESTR-ON,11M,YIELD,tickers/rates.csv
EESWE1   BGN Curncy,shared_term,daily,true,AD,rates,OIS,EUR,,EUR-ESTR-ON,1Y,YIELD,tickers/rates.csv
EESWE1F  BGN Curncy,shared_term,daily,true,AD,rates,OIS,EUR,,EUR-ESTR-ON,18M,YIELD,tickers/rates.csv
EESWE2   BGN Curncy,shared_term,daily,true,AD,rates,OIS,EUR,,EUR-ESTR-ON,2Y,YIELD,tickers/rates.csv
EESWE3   BGN Curncy,shared_term,daily,true,AD,rates,OIS,EUR,,EUR-ESTR-ON,3Y,YIELD,tickers/rates.csv
EESWE4   BGN Curncy,shared_term,daily,true,AD,rates,OIS,EUR,,EUR-ESTR-ON,4Y,YIELD,tickers/rates.csv
EESWE5   BGN Curncy,shared_term,daily,true,AD,rates,OIS,EUR,,EUR-ESTR-ON,5Y,YIELD,tickers/rates.csv
EESWE6   BGN Curncy,shared_term,daily,true,AD,rates,OIS,EUR,,EUR-ESTR-ON,6Y,YIELD,tickers/rates.csv
EESWE7   BGN Curncy,shared_term,daily,true,AD,rates,OIS,EUR,,EUR-ESTR-ON,7Y,YIELD,tickers/rates.csv
EESWE8   BGN Curncy,shared_term,daily,true,AD,rates,OIS,EUR,,EUR-ESTR-ON,8Y,YIELD,tickers/rates.csv
EESWE9   BGN Curncy,shared_term,daily,true,AD,rates,OIS,EUR,,EUR-ESTR-ON,9Y,YIELD,tickers/rates.csv
EESWE10  BGN Curncy,shared_term,daily,true,AD,rates,OIS,EUR,,EUR-ESTR-ON,10Y,YIELD,tickers/rates.csv
EESWE11  BGN Curncy,shared_term,daily,true,AD,rates,OIS,EUR,,EUR-ESTR-ON,11Y,YIELD,tickers/rates.csv
EESWE12  BGN Curncy,shared_term,daily,true,AD,rates,OIS,EUR,,EUR-ESTR-ON,12Y,YIELD,tickers/rates.csv
EESWE15  BGN Curncy,shared_term,daily,true,AD,rates,OIS,EUR,,EUR-ESTR-ON,15Y,YIELD,tickers/rates.csv
EESWE20  BGN Curncy,shared_term,daily,true,AD,rates,OIS,EUR,,EUR-ESTR-ON,20Y,YIELD,tickers/rates.csv
EESWE25  BGN Curncy,shared_term,daily,true,AD,rates,OIS,EUR,,EUR-ESTR-ON,25Y,YIELD,tickers/rates.csv
EESWE30  BGN Curncy,shared_term,daily,true,AD,rates,OIS,EUR,,EUR-ESTR-ON,30Y,YIELD,tickers/rates.csv
EESWE40  BGN Curncy,shared_term,daily,true,AD,rates,OIS,EUR,,EUR-ESTR-ON,40Y,YIELD,tickers/rates.csv
EESWE50  BGN Curncy,shared_term,daily,true,AD,rates,OIS,EUR,,EUR-ESTR-ON,50Y,YIELD,tickers/rates.csv
SONIO/N INDEX,shared_term,daily,true,AD,rates,OIS,GBP,,GBP-SONIA-ON,0,YIELD,tickers/rates.csv
BPSWS1Z CMPN CURNCY,shared_term,daily,true,AD,rates,OIS,GBP,,GBP-SONIA-ON,1W,YIELD,tickers/rates.csv
BPSWS2Z CMPN CURNCY,shared_term,daily,true,AD,rates,OIS,GBP,,GBP-SONIA-ON,2W,YIELD,tickers/rates.csv
BPSWSA CMPN CURNCY,shared_term,daily,true,AD,rates,OIS,GBP,,GBP-SONIA-ON,4W,YIELD,tickers/rates.csv
BPSWSB CMPN CURNCY,shared_term,daily,true,AD,rates,OIS,GBP,,GBP-SONIA-ON,2M,YIELD,tickers/rates.csv
BPSWSC CMPN CURNCY,shared_term,daily,true,AD,rates,OIS,GBP,,GBP-SONIA-ON,3M,YIELD,tickers/rates.csv
BPSWSD CMPN CURNCY,shared_term,daily,true,AD,rates,OIS,GBP,,GBP-SONIA-ON,4M,YIELD,tickers/rates.csv
BPSWSE CMPN CURNCY,shared_term,daily,true,AD,rates,OIS,GBP,,GBP-SONIA-ON,5M,YIELD,tickers/rates.csv
BPSWSF CMPN CURNCY,shared_term,daily,true,AD,rates,OIS,GBP,,GBP-SONIA-ON,6M,YIELD,tickers/rates.csv
BPSWSG CMPN CURNCY,shared_term,daily,true,AD,rates,OIS,GBP,,GBP-SONIA-ON,7M,YIELD,tickers/rates.csv
BPSWSH CMPN CURNCY,shared_term,daily,true,AD,rates,OIS,GBP,,GBP-SONIA-ON,8M,YIELD,tickers/rates.csv
BPSWSI CMPN CURNCY,shared_term,daily,true,AD,rates,OIS,GBP,,GBP-SONIA-ON,9M,YIELD,tickers/rates.csv
BPSWSJ CMPN CURNCY,shared_term,daily,true,AD,rates,OIS,GBP,,GBP-SONIA-ON,10M,YIELD,tickers/rates.csv
BPSWSK CMPN CURNCY,shared_term,daily,true,AD,rates,OIS,GBP,,GBP-SONIA-ON,11M,YIELD,tickers/rates.csv
BPSWS1 CMPN CURNCY,shared_term,daily,true,AD,rates,OIS,GBP,,GBP-SONIA-ON,1Y,YIELD,tickers/rates.csv
BPSWS1F CMPN CURNCY,shared_term,daily,true,AD,rates,OIS,GBP,,GBP-SONIA-ON,18M,YIELD,tickers/rates.csv
BPSWS2 CMPN CURNCY,shared_term,daily,true,AD,rates,OIS,GBP,,GBP-SONIA-ON,2Y,YIELD,tickers/rates.csv
BPSWS3 CMPN CURNCY,shared_term,daily,true,AD,rates,OIS,GBP,,GBP-SONIA-ON,3Y,YIELD,tickers/rates.csv
BPSWS4 CMPN CURNCY,shared_term,daily,true,AD,rates,OIS,GBP,,GBP-SONIA-ON,4Y,YIELD,tickers/rates.csv
BPSWS5 CMPN CURNCY,shared_term,daily,true,AD,rates,OIS,GBP,,GBP-SONIA-ON,5Y,YIELD,tickers/rates.csv
BPSWS6 CMPN CURNCY,shared_term,daily,true,AD,rates,OIS,GBP,,GBP-SONIA-ON,6Y,YIELD,tickers/rates.csv
BPSWS7 CMPN CURNCY,shared_term,daily,true,AD,rates,OIS,GBP,,GBP-SONIA-ON,7Y,YIELD,tickers/rates.csv
BPSWS8 CMPN CURNCY,shared_term,daily,true,AD,rates,OIS,GBP,,GBP-SONIA-ON,8Y,YIELD,tickers/rates.csv
BPSWS9 CMPN CURNCY,shared_term,daily,true,AD,rates,OIS,GBP,,GBP-SONIA-ON,9Y,YIELD,tickers/rates.csv
BPSWS10 CMPN CURNCY,shared_term,daily,true,AD,rates,OIS,GBP,,GBP-SONIA-ON,10Y,YIELD,tickers/rates.csv
BPSWS12 CMPN CURNCY,shared_term,daily,true,AD,rates,OIS,GBP,,GBP-SONIA-ON,12Y,YIELD,tickers/rates.csv
BPSWS15 CMPN CURNCY,shared_term,daily,true,AD,rates,OIS,GBP,,GBP-SONIA-ON,15Y,YIELD,tickers/rates.csv
BPSWS20 CMPN CURNCY,shared_term,daily,true,AD,rates,OIS,GBP,,GBP-SONIA-ON,20Y,YIELD,tickers/rates.csv
BPSWS25 CMPN CURNCY,shared_term,daily,true,AD,rates,OIS,GBP,,GBP-SONIA-ON,25Y,YIELD,tickers/rates.csv
BPSWS30 CMPN CURNCY,shared_term,daily,true,AD,rates,OIS,GBP,,GBP-SONIA-ON,30Y,YIELD,tickers/rates.csv
BPSWS40 CMPN CURNCY,shared_term,daily,true,AD,rates,OIS,GBP,,GBP-SONIA-ON,40Y,YIELD,tickers/rates.csv
BPSWS50 CMPN CURNCY,shared_term,daily,true,AD,rates,OIS,GBP,,GBP-SONIA-ON,50Y,YIELD,tickers/rates.csv
SHIRON INDEX,shared_term,daily,true,AD,rates,OIS,ILS,,ILS-SHIR-ON,1D,YIELD,tickers/rates.csv
ISOISC BGN Curncy,shared_term,daily,true,AD,rates,OIS,ILS,,ILS-SHIR-ON,3M,YIELD,tickers/rates.csv
ISOISF BGN Curncy,shared_term,daily,true,AD,rates,OIS,ILS,,ILS-SHIR-ON,6M,YIELD,tickers/rates.csv
ISOISI BGN Curncy,shared_term,daily,true,AD,rates,OIS,ILS,,ILS-SHIR-ON,9M,YIELD,tickers/rates.csv
ISOIS1 BGN Curncy,shared_term,daily,true,AD,rates,OIS,ILS,,ILS-SHIR-ON,1Y,YIELD,tickers/rates.csv
ISOIS2 BGN Curncy,shared_term,daily,true,AD,rates,OIS,ILS,,ILS-SHIR-ON,2Y,YIELD,tickers/rates.csv
ISOIS3 BGN Curncy,shared_term,daily,true,AD,rates,OIS,ILS,,ILS-SHIR-ON,3Y,YIELD,tickers/rates.csv
ISOIS4 BGN Curncy,shared_term,daily,true,AD,rates,OIS,ILS,,ILS-SHIR-ON,4Y,YIELD,tickers/rates.csv
ISOIS5 BGN Curncy,shared_term,daily,true,AD,rates,OIS,ILS,,ILS-SHIR-ON,5Y,YIELD,tickers/rates.csv
ISOIS6 BGN Curncy,shared_term,daily,true,AD,rates,OIS,ILS,,ILS-SHIR-ON,6Y,YIELD,tickers/rates.csv
ISOIS7 BGN Curncy,shared_term,daily,true,AD,rates,OIS,ILS,,ILS-SHIR-ON,7Y,YIELD,tickers/rates.csv
ISOIS10 BGN Curncy,shared_term,daily,true,AD,rates,OIS,ILS,,ILS-SHIR-ON,10Y,YIELD,tickers/rates.csv
ISOIS12 BGN Curncy,shared_term,daily,true,AD,rates,OIS,ILS,,ILS-SHIR-ON,12Y,YIELD,tickers/rates.csv
ISOIS15 BGN Curncy,shared_term,daily,true,AD,rates,OIS,ILS,,ILS-SHIR-ON,15Y,YIELD,tickers/rates.csv
ISOIS20 BGN Curncy,shared_term,daily,true,AD,rates,OIS,ILS,,ILS-SHIR-ON,20Y,YIELD,tickers/rates.csv
IN00O/N Index,shared_term,daily,true,AD,rates,OIS,INR,,INR-MIBOR-ON,1D,YIELD,tickers/rates.csv
IRSWNIA BGN Curncy,shared_term,daily,true,AD,rates,OIS,INR,,INR-MIBOR-ON,4W,YIELD,tickers/rates.csv
IRSWNIB BGN Curncy,shared_term,daily,true,AD,rates,OIS,INR,,INR-MIBOR-ON,2M,YIELD,tickers/rates.csv
IRSWNIC BGN Curncy,shared_term,daily,true,AD,rates,OIS,INR,,INR-MIBOR-ON,3M,YIELD,tickers/rates.csv
IRSWNIF BGN Curncy,shared_term,daily,true,AD,rates,OIS,INR,,INR-MIBOR-ON,6M,YIELD,tickers/rates.csv
IRSWNII BGN Curncy,shared_term,daily,true,AD,rates,OIS,INR,,INR-MIBOR-ON,9M,YIELD,tickers/rates.csv
IRSWNI1 BGN Curncy,shared_term,daily,true,AD,rates,OIS,INR,,INR-MIBOR-ON,1Y,YIELD,tickers/rates.csv
IRSWNI2 BGN Curncy,shared_term,daily,true,AD,rates,OIS,INR,,INR-MIBOR-ON,2Y,YIELD,tickers/rates.csv
IRSWNI3 BGN Curncy,shared_term,daily,true,AD,rates,OIS,INR,,INR-MIBOR-ON,3Y,YIELD,tickers/rates.csv
IRSWNI4 BGN Curncy,shared_term,daily,true,AD,rates,OIS,INR,,INR-MIBOR-ON,4Y,YIELD,tickers/rates.csv
IRSWNI5 BGN Curncy,shared_term,daily,true,AD,rates,OIS,INR,,INR-MIBOR-ON,5Y,YIELD,tickers/rates.csv
IRSWNI7 BGN Curncy,shared_term,daily,true,AD,rates,OIS,INR,,INR-MIBOR-ON,7Y,YIELD,tickers/rates.csv
IRSWNI10 BGN Curncy,shared_term,daily,true,AD,rates,OIS,INR,,INR-MIBOR-ON,10Y,YIELD,tickers/rates.csv
MUTKCALM      Index,shared_term,daily,true,AD,rates,OIS,JPY,,JPY-TONAR-ON,1D,YIELD,tickers/rates.csv
JYSO1Z   BGN  Curncy,shared_term,daily,true,AD,rates,OIS,JPY,,JPY-TONAR-ON,1W,YIELD,tickers/rates.csv
JYSO2Z   BGN  Curncy,shared_term,daily,true,AD,rates,OIS,JPY,,JPY-TONAR-ON,2W,YIELD,tickers/rates.csv
JYSO3Z   BGN  Curncy,shared_term,daily,true,AD,rates,OIS,JPY,,JPY-TONAR-ON,3W,YIELD,tickers/rates.csv
JYSOA    BGN  Curncy,shared_term,daily,true,AD,rates,OIS,JPY,,JPY-TONAR-ON,4W,YIELD,tickers/rates.csv
JYSOB    BGN  Curncy,shared_term,daily,true,AD,rates,OIS,JPY,,JPY-TONAR-ON,2M,YIELD,tickers/rates.csv
JYSOC    BGN  Curncy,shared_term,daily,true,AD,rates,OIS,JPY,,JPY-TONAR-ON,3M,YIELD,tickers/rates.csv
JYSOD    BGN  Curncy,shared_term,daily,true,AD,rates,OIS,JPY,,JPY-TONAR-ON,4M,YIELD,tickers/rates.csv
JYSOE    BGN  Curncy,shared_term,daily,true,AD,rates,OIS,JPY,,JPY-TONAR-ON,5M,YIELD,tickers/rates.csv
JYSOF    BGN  Curncy,shared_term,daily,true,AD,rates,OIS,JPY,,JPY-TONAR-ON,6M,YIELD,tickers/rates.csv
JYSOG    BGN  Curncy,shared_term,daily,true,AD,rates,OIS,JPY,,JPY-TONAR-ON,7M,YIELD,tickers/rates.csv
JYSOH    BGN  Curncy,shared_term,daily,true,AD,rates,OIS,JPY,,JPY-TONAR-ON,8M,YIELD,tickers/rates.csv
JYSOI    BGN  Curncy,shared_term,daily,true,AD,rates,OIS,JPY,,JPY-TONAR-ON,9M,YIELD,tickers/rates.csv
JYSOJ    BGN  Curncy,shared_term,daily,true,AD,rates,OIS,JPY,,JPY-TONAR-ON,10M,YIELD,tickers/rates.csv
JYSOK    BGN  Curncy,shared_term,daily,true,AD,rates,OIS,JPY,,JPY-TONAR-ON,11M,YIELD,tickers/rates.csv
JYSO1    BGN  Curncy,shared_term,daily,true,AD,rates,OIS,JPY,,JPY-TONAR-ON,1Y,YIELD,tickers/rates.csv
JYSO1C   BGN  Curncy,shared_term,daily,true,AD,rates,OIS,JPY,,JPY-TONAR-ON,15M,YIELD,tickers/rates.csv
JYSO1F   BGN  Curncy,shared_term,daily,true,AD,rates,OIS,JPY,,JPY-TONAR-ON,18M,YIELD,tickers/rates.csv
JYSO2    BGN  Curncy,shared_term,daily,true,AD,rates,OIS,JPY,,JPY-TONAR-ON,2Y,YIELD,tickers/rates.csv
JYSO3    BGN  Curncy,shared_term,daily,true,AD,rates,OIS,JPY,,JPY-TONAR-ON,3Y,YIELD,tickers/rates.csv
JYSO4    BGN  Curncy,shared_term,daily,true,AD,rates,OIS,JPY,,JPY-TONAR-ON,4Y,YIELD,tickers/rates.csv
JYSO5    BGN  Curncy,shared_term,daily,true,AD,rates,OIS,JPY,,JPY-TONAR-ON,5Y,YIELD,tickers/rates.csv
JYSO6    BGN  Curncy,shared_term,daily,true,AD,rates,OIS,JPY,,JPY-TONAR-ON,6Y,YIELD,tickers/rates.csv
JYSO7    BGN  Curncy,shared_term,daily,true,AD,rates,OIS,JPY,,JPY-TONAR-ON,7Y,YIELD,tickers/rates.csv
JYSO8    BGN  Curncy,shared_term,daily,true,AD,rates,OIS,JPY,,JPY-TONAR-ON,8Y,YIELD,tickers/rates.csv
JYSO9    BGN  Curncy,shared_term,daily,true,AD,rates,OIS,JPY,,JPY-TONAR-ON,9Y,YIELD,tickers/rates.csv
JYSO10   BGN  Curncy,shared_term,daily,true,AD,rates,OIS,JPY,,JPY-TONAR-ON,10Y,YIELD,tickers/rates.csv
JYSO11   BGN  Curncy,shared_term,daily,true,AD,rates,OIS,JPY,,JPY-TONAR-ON,11Y,YIELD,tickers/rates.csv
JYSO12   BGN  Curncy,shared_term,daily,true,AD,rates,OIS,JPY,,JPY-TONAR-ON,12Y,YIELD,tickers/rates.csv
JYSO15   BGN  Curncy,shared_term,daily,true,AD,rates,OIS,JPY,,JPY-TONAR-ON,15Y,YIELD,tickers/rates.csv
JYSO20   BGN  Curncy,shared_term,daily,true,AD,rates,OIS,JPY,,JPY-TONAR-ON,20Y,YIELD,tickers/rates.csv
JYSO25   BGN  Curncy,shared_term,daily,true,AD,rates,OIS,JPY,,JPY-TONAR-ON,25Y,YIELD,tickers/rates.csv
JYSO30   BGN  Curncy,shared_term,daily,true,AD,rates,OIS,JPY,,JPY-TONAR-ON,30Y,YIELD,tickers/rates.csv
JYSO35   BGN  Curncy,shared_term,daily,true,AD,rates,OIS,JPY,,JPY-TONAR-ON,35Y,YIELD,tickers/rates.csv
JYSO40   BGN  Curncy,shared_term,daily,true,AD,rates,OIS,JPY,,JPY-TONAR-ON,40Y,YIELD,tickers/rates.csv
NZOCRS Index,shared_term,daily,true,AD,rates,OIS,NZD,,NZD-NZOCRS-ON,1D,YIELD,tickers/rates.csv
NDSOA CMPN Curncy,shared_term,daily,true,AD,rates,OIS,NZD,,NZD-NZOCRS-ON,4W,YIELD,tickers/rates.csv
NDSOB CMPN Curncy,shared_term,daily,true,AD,rates,OIS,NZD,,NZD-NZOCRS-ON,2M,YIELD,tickers/rates.csv
NDSOC CMPN Curncy,shared_term,daily,true,AD,rates,OIS,NZD,,NZD-NZOCRS-ON,3M,YIELD,tickers/rates.csv
NDSOF CMPN Curncy,shared_term,daily,true,AD,rates,OIS,NZD,,NZD-NZOCRS-ON,6M,YIELD,tickers/rates.csv
NDSOI CMPN Curncy,shared_term,daily,true,AD,rates,OIS,NZD,,NZD-NZOCRS-ON,9M,YIELD,tickers/rates.csv
NDSO1 CMPN Curncy,shared_term,daily,true,AD,rates,OIS,NZD,,NZD-NZOCRS-ON,1Y,YIELD,tickers/rates.csv
NDSO2 CMPN Curncy,shared_term,daily,true,AD,rates,OIS,NZD,,NZD-NZOCRS-ON,2Y,YIELD,tickers/rates.csv
NDSO3 CMPN Curncy,shared_term,daily,true,AD,rates,OIS,NZD,,NZD-NZOCRS-ON,3Y,YIELD,tickers/rates.csv
NDSO4 CMPN Curncy,shared_term,daily,true,AD,rates,OIS,NZD,,NZD-NZOCRS-ON,4Y,YIELD,tickers/rates.csv
